Call Number/ID,image files,image labels,Repository Country,Repository City,Repository Name,Source Collection,Facets,Date (narrative),Date (range) start,Date (range) end,Page dimensions,Note(s),Support Material,Language,Place of origin,Script,Creator,Creator Role,Former Owner,FO Ref,Manuscript Name
Lewis T658,mcat184891.tif|mcat184892.tif|mcat184893.tif|mcat184894.tif|,Lewis T658 front a|Lewis T658 reverse a|Lewis T658 front b|Lewis T658 reverse b|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1200,1300,,"|Box 19|Our thanks to Dr. Margaret Bent of All Souls College, Oxford for the information on this leaf. &amp;#x0D; &amp;#x0D; Philadelphia Free Library, Lewis T658 (olim Lewis 489b)&amp;#x0D; &amp;#x0D; Incomplete parchment bifolio from the Credo section of a manuscript of English polyphonic music, probably from the 1420s. Each of the four pages presents, anonymously, part of a different Credo, which means that neither side of the bifolio was originally a centre gathering. Spacing suggests pages were ruled with 12 red staves (of which only the upper 7 survive), allowing each Credo to occupy a single opening, as in Old Hall (Lbl 57950). Two of the Credos have concordances with known compositions, supplying attributions: one to Dunstaple, the other to &amp;#39;Anglicanus&amp;#39;. (These were identified by Peter Wright. See now EECM 55, nos 16, 45, 46). The numbering of the folios (A as the wider leaf and B the smaller) is provisional, as it is not entirely clear which way the bifolio was originally folded. All four pieces are in full black notation with red coloration.&amp;#x0D; &amp;#x0D; f. Ar Anglicanus, Credo Alma redemptoris mater (= Curtis &amp; Wathey, Credo 70: Tr92-1, 113v-114). Second cantus part, starting at Et in spiritum (telescoped text in both sources), with 2-stave indentation for initial E, not provided. In imperfect time, major prolation, changing to minor prolation at Et unam.&amp;#x0D; &amp;#x0D; f. Av Dunstaple, Credo, upper part (= Curtis &amp; Wathey, Credo 55, = Ao 15, 135v-138). Published in John Dunstable: Complete Works, ed. Manfred F. Bukofzer; 2nd, rev. ed. Margaret Bent, Ian Bent and Brian Trowell. Musica Britannica, vol. 8. (London, 1970), no. 5. Text differently distributed. First section to facta sunt, in imperfect time, minor prolation. From Et incarnatus, the English source notates in imperfect time, minor prolation, from Qui propter, Aosta notates in perfect time minor prolation, in augmented values with &amp;Oslash;. Identified by Peter Wright.&amp;#x0D; &amp;#x0D; f. Br Credo, hitherto unidentified. Second cantus part, texted, in imperfect time, major prolation, with 2-stave indentation for initial P, not provided.&amp;#x0D; &amp;#x0D; f. Bv Credo, hitherto unidentified. Upper part, in imperfect time, major prolation. &amp;#x0D; &amp;#x0D; &amp;#x0D;|Box 19|",Parchment,,France,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Illuminated Initial
Lewis T658,mcat184891.tif|mcat184892.tif|mcat184893.tif|mcat184894.tif|,Lewis T658 front a|Lewis T658 reverse a|Lewis T658 front b|Lewis T658 reverse b|,United States,Philadelphia,Free Library of Philadelphia,,"13th century, Illumination, French, France, Fragment",,,,,,,,,,,,,,
Lewis T659,mcat184901.tif|mcat184902.tif|,Lewis T659 front|Lewis T659 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1200,1300,,Box 19|Box 19|,Parchment,,France,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Illuminated Letter and Partial Border
Lewis T659,mcat184901.tif|mcat184902.tif|,Lewis T659 front|Lewis T659 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"13th century, Illumination, French, France, Fragment",,,,,,,,,,,,,,
Lewis T660,mcat184911.tif|mcat184912.tif|mcat184913.tif|mcat184914.tif|mcat184915.tif|mcat184916.tif|,Lewis T660|Lewis T660|Lewis T660|Lewis T660|Lewis T660|Lewis T660|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Marginal Miniatures
Lewis T660,mcat184911.tif|mcat184912.tif|mcat184913.tif|mcat184914.tif|mcat184915.tif|mcat184916.tif|,Lewis T660|Lewis T660|Lewis T660|Lewis T660|Lewis T660|Lewis T660|,United States,Philadelphia,Free Library of Philadelphia,,"Illustration, Fragment",,,,,,,,,,,,,,
Lewis T661,mcat184921.tif|mcat184922.tif|mcat184923.tif|mcat184924.tif|mcat184925.tif|mcat184926.tif|,Lewis T661 front a|Lewis T661 reverse a|Lewis T661 front b|Lewis T661 reverse b|Lewis T661 front c|Lewis T661 reverse c|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Marginal Miniatures
Lewis T661,mcat184921.tif|mcat184922.tif|mcat184923.tif|mcat184924.tif|mcat184925.tif|mcat184926.tif|,Lewis T661 front a|Lewis T661 reverse a|Lewis T661 front b|Lewis T661 reverse b|Lewis T661 front c|Lewis T661 reverse c|,United States,Philadelphia,Free Library of Philadelphia,,"Illustration, Fragment",,,,,,,,,,,,,,
Lewis T662,mcat184931.tif|mcat184932.tif|,Lewis T662 front|Lewis T662 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T662,mcat184931.tif|mcat184932.tif|,Lewis T662 front|Lewis T662 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T663,mcat184941.tif|mcat184942.tif|,Lewis T663 front|Lewis T663 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Illuminated Border
Lewis T663,mcat184941.tif|mcat184942.tif|,Lewis T663 front|Lewis T663 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Illumination, Fragment",,,,,,,,,,,,,,
Lewis T664,mcat184951.tif|mcat184952.tif|mcat184953.tif|mcat184954.tif|mcat184955.tif|mcat184956.tif|mcat184957.tif|mcat184958.tif|,Lewis T664 front a|Lewis T664 reverse a|Lewis T664 front b|Lewis T664 reverse b|Lewis T664 front c|Lewis T664 reverse c|Lewis T664 front d|Lewis T664 reverse d|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Illuminated Initial
Lewis T664,mcat184951.tif|mcat184952.tif|mcat184953.tif|mcat184954.tif|mcat184955.tif|mcat184956.tif|mcat184957.tif|mcat184958.tif|,Lewis T664 front a|Lewis T664 reverse a|Lewis T664 front b|Lewis T664 reverse b|Lewis T664 front c|Lewis T664 reverse c|Lewis T664 front d|Lewis T664 reverse d|,United States,Philadelphia,Free Library of Philadelphia,,"Illumination, Fragment",,,,,,,,,,,,,,
Lewis T665,mcat18496a.tif|mcat18496b.tif|mcat18496c.tif|mcat18496d.tif|mcat18496e.tif|mcat18496f.tif|mcat18496g.tif|mcat18496h.tif|mcat18496i.tif|mcat18496j.tif|mcat18496k.tif|mcat18496l.tif|mcat18496m.tif|mcat18496n.tif|,Lewis T665 front a|Lewis T665 reverse a|Lewis T665 front b|Lewis T665 reverse b|Lewis T665 front c|Lewis T665 reverse c|Lewis T665 front d|Lewis T665 reverse d|Lewis T665 front e|Lewis T665 reverse e|Lewis T665 front f|Lewis T665 reverse f|Lewis T665 front g|Lewis T665 reverse g|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Illuminated Initial
Lewis T665,mcat18496a.tif|mcat18496b.tif|mcat18496c.tif|mcat18496d.tif|mcat18496e.tif|mcat18496f.tif|mcat18496g.tif|mcat18496h.tif|mcat18496i.tif|mcat18496j.tif|mcat18496k.tif|mcat18496l.tif|mcat18496m.tif|mcat18496n.tif|,Lewis T665 front a|Lewis T665 reverse a|Lewis T665 front b|Lewis T665 reverse b|Lewis T665 front c|Lewis T665 reverse c|Lewis T665 front d|Lewis T665 reverse d|Lewis T665 front e|Lewis T665 reverse e|Lewis T665 front f|Lewis T665 reverse f|Lewis T665 front g|Lewis T665 reverse g|,United States,Philadelphia,Free Library of Philadelphia,,"Illumination, Fragment",,,,,,,,,,,,,,
Lewis T666,mcat184971.tif|mcat184972.tif|mcat184973.tif|mcat184974.tif|mcat184975.tif|mcat184976.tif|mcat184977.tif|mcat184978.tif|,Lewis T666 front a|Lewis T666 reverse a|Lewis T666 front b|Lewis T666 reverse b|Lewis T666 front c|Lewis T666 reverse c|Lewis T666 front d|Lewis T666 reverse d|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Illuminated Initial
Lewis T666,mcat184971.tif|mcat184972.tif|mcat184973.tif|mcat184974.tif|mcat184975.tif|mcat184976.tif|mcat184977.tif|mcat184978.tif|,Lewis T666 front a|Lewis T666 reverse a|Lewis T666 front b|Lewis T666 reverse b|Lewis T666 front c|Lewis T666 reverse c|Lewis T666 front d|Lewis T666 reverse d|,United States,Philadelphia,Free Library of Philadelphia,,"Illumination, Fragment",,,,,,,,,,,,,,
Lewis T667,mcat184981.tif|mcat184982.tif|mcat184983.tif|mcat184984.tif|mcat184985.tif|mcat184986.tif|mcat184987.tif|mcat184988.tif|,Lewis T667 front a|Lewis T667 reverse a|Lewis T667 front b|Lewis T667 reverse b|Lewis T667 front c|Lewis T667 reverse c|Lewis T667 front d|Lewis T667 reverse d|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Pen Flourished Initial
Lewis T667,mcat184981.tif|mcat184982.tif|mcat184983.tif|mcat184984.tif|mcat184985.tif|mcat184986.tif|mcat184987.tif|mcat184988.tif|,Lewis T667 front a|Lewis T667 reverse a|Lewis T667 front b|Lewis T667 reverse b|Lewis T667 front c|Lewis T667 reverse c|Lewis T667 front d|Lewis T667 reverse d|,United States,Philadelphia,Free Library of Philadelphia,,"Penwork initial, Fragment",,,,,,,,,,,,,,
Lewis T668,mcat184991.tif|mcat184992.tif|mcat184993.tif|mcat184994.tif|,Lewis T668 front a|Lewis T668 reverse a|Lewis T668 front b|Lewis T668 reverse b|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Pen Flourished Initial
Lewis T668,mcat184991.tif|mcat184992.tif|mcat184993.tif|mcat184994.tif|,Lewis T668 front a|Lewis T668 reverse a|Lewis T668 front b|Lewis T668 reverse b|,United States,Philadelphia,Free Library of Philadelphia,,"Penwork initial, Fragment",,,,,,,,,,,,,,
Lewis T669,mcat185001.tif|mcat185002.tif|mcat185003.tif|mcat185004.tif|,Lewis T669 front a|Lewis T669 reverse a|Lewis T669 front b|Lewis T669 reverse b|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Pen Flourished Initial
Lewis T669,mcat185001.tif|mcat185002.tif|mcat185003.tif|mcat185004.tif|,Lewis T669 front a|Lewis T669 reverse a|Lewis T669 front b|Lewis T669 reverse b|,United States,Philadelphia,Free Library of Philadelphia,,"Penwork initial, Fragment",,,,,,,,,,,,,,
Lewis T670,mcat185011.tif|mcat185012.tif|,Lewis T670 front|Lewis T670 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T670,mcat185011.tif|mcat185012.tif|,Lewis T670 front|Lewis T670 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T671,mcat185021.tif|mcat185022.tif|mcat185023.tif|,Lewis T671 front a|Lewis T671 reverse a|Lewis T671 front b|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Illuminated Border
Lewis T671,mcat185021.tif|mcat185022.tif|mcat185023.tif|,Lewis T671 front a|Lewis T671 reverse a|Lewis T671 front b|,United States,Philadelphia,Free Library of Philadelphia,,"Illumination, Fragment",,,,,,,,,,,,,,
Lewis T672,mcat185031.tif|mcat185032.tif|,Lewis T672 front|Lewis T672 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Illuminated Initial from Music Manuscript
Lewis T672,mcat185031.tif|mcat185032.tif|,Lewis T672 front|Lewis T672 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Illumination, Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T673,mcat185041.tif|mcat185042.tif|,Lewis T673 front|Lewis T673 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1200,1300,,Box 19|Box 19|,Parchment,,Austria,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T673,mcat185041.tif|mcat185042.tif|,Lewis T673 front|Lewis T673 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"13th century, Austrian, Austria, Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T674,mcat185051.tif|mcat185052.tif|,Lewis T674 front|Lewis T674 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1500,,Box 19|Box 19|,Parchment,,Germany,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T674,mcat185051.tif|mcat185052.tif|,Lewis T674 front|Lewis T674 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, German, Germany, Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T675,mcat185061.tif|mcat185062.tif|,Lewis T675 front|Lewis T675 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1500,,Box 19|Box 19|,Parchment,,Austria,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T675,mcat185061.tif|mcat185062.tif|,Lewis T675 front|Lewis T675 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Austrian, Austria, Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T676,mcat185071.tif|mcat185072.tif|mcat185073.tif|,Lewis T676 front a|Lewis T676 front b|Lewis T676 reverse b|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811," Will, in English"
Lewis T676,mcat185071.tif|mcat185072.tif|mcat185073.tif|,Lewis T676 front a|Lewis T676 front b|Lewis T676 reverse b|,United States,Philadelphia,Free Library of Philadelphia,,"English, Fragment",,,,,,,,,,,,,,
Lewis T677,mcat185081.tif|mcat185082.tif|,Lewis T677 front|Lewis T677 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Latin Text
Lewis T677,mcat185081.tif|mcat185082.tif|,Lewis T677 front|Lewis T677 reverse|,United States,Philadelphia,Free Library of Philadelphia,,Fragment,,,,,,,,,,,,,,
Lewis T678,mcat185091.tif|,Lewis T678|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Papyrus Fragments with Hieroglyphs
Lewis T678,mcat185091.tif|,Lewis T678|,United States,Philadelphia,Free Library of Philadelphia,,"Fragment, Illustration, Paper",,,,,,,,,,,,,,
Lewis T679,mcat185101.tif|,Lewis T679|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 19|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Papyrus Fragments with Hieroglyphs
Lewis T679,mcat185101.tif|,Lewis T679|,United States,Philadelphia,Free Library of Philadelphia,,"Fragment, Illustration, Paper",,,,,,,,,,,,,,
Lewis T680,mcat185111.tif|,Lewis T680|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 20|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Papyrus Fragments with Hieroglyphs
Lewis T680,mcat185111.tif|,Lewis T680|,United States,Philadelphia,Free Library of Philadelphia,,"Fragment, Illustration, Paper",,,,,,,,,,,,,,
Lewis T512,mcat185121.tif|,Lewis T512|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Papyrus Fragments with Hieroglyphs
Lewis T512,mcat185121.tif|,Lewis T512|,United States,Philadelphia,Free Library of Philadelphia,,"Fragment, Illustration, Paper",,,,,,,,,,,,,,
Lewis T513,mcat185131.tif|,Lewis T513|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Papyrus Fragments with Hieroglyphs
Lewis T513,mcat185131.tif|,Lewis T513|,United States,Philadelphia,Free Library of Philadelphia,,"Fragment, Illustration, Paper",,,,,,,,,,,,,,
Lewis T514,mcat185141.tif|,Lewis T514|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Papyrus Fragments with Hieroglyphs
Lewis T514,mcat185141.tif|,Lewis T514|,United States,Philadelphia,Free Library of Philadelphia,,"Fragment, Illustration, Paper",,,,,,,,,,,,,,
Lewis T515,mcat185151.tif|,Lewis T515|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Papyrus Fragments with Hieroglyphs
Lewis T515,mcat185151.tif|,Lewis T515|,United States,Philadelphia,Free Library of Philadelphia,,"Fragment, Illustration, Paper",,,,,,,,,,,,,,
Lewis T516,mcat185161.tif|,Lewis T516|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Papyrus Fragments with Hieroglyphs
